Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
Riley_Expert,15812.9736006226,100.082111396345,1745.52672347018,11.0476374903176,6417.88041962331,40.6194963267298,10.60456260874
