Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
Field_Cut,15085.6784595713,95.4789775922234,22557.8350116189,142.771107668474,8116.50291680964,51.3702716253775,16.7496534071247
