Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
bayne,23753.134372708,150.336293498152,14202.6496070925,89.8901873866613,7973.08161820825,50.462541887394,13.7061355045338
