Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
ManagementZone_Sh,19007.6655048839,120.301680410658,6582.82339271882,41.6634391944229,7020.23906814946,44.431892836389,11.7838992150904
