Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
Shooting in the Dark,23585.4530045981,149.275019016444,17564.0375677769,111.164794732765,8194.22327689844,51.8621726385977,14.4232123761224
