Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
nugent_cheat,16730.7081630765,105.890557994155,3811.09217660728,24.1208365608056,6595.0018468947,41.7405180183209,11.0773888846724
