Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
OFPE,24558.7251904777,155.434969559986,11220.9051316809,71.0183869093726,7940.7206561381,50.2577256717601,12.91009628146
