Group,TotalNR,MeanNR,TotalN,MeanN,TotalYld,MeanYld,MeanPro
Team_1,24380.7701207237,154.30867165015,14203.1719597211,89.8934934159566,8065.49428328316,51.0474321726782,13.6302529509297
