BaseP,EXP.cost,x,y,row,col,field,EXP.rate.ssopt,NR.ssopt,NR.min,NR.opp,NR.fs,yld.opt,yld.min,yld.fs,pro.opt,pro.min,pro.fs,NR.ffopt,yld.ffopt,pro.ffopt,EXP.rate.ffopt,NUE,cost.NUE,NR.act,yld.act,pro.act,sim
7.24,0.4,639565.9,5100760,20,58,sec35middle,73,154.592575492723,118.524509813672,46.67177792,146.362362644294,50.11159,41.86436,52.32958,14.61846,11.391621,16.12034,154.592575492723,50.11159,14.61846,73,0.2196409,6.41351428,147.458561466171,52.5304736175354,16.1420488709351,2021EconCondition
7.24,0.4,639575.9,5100760,20,59,sec35middle,73,150.51722399045,116.772737909297,45.9745356799999,141.666677104562,49.50545,41.73694,51.50036,14.39542,11.21781,15.87438,150.51722399045,49.50545,14.39542,73,0.2201177,6.42743684,137.511515635568,50.9031665650312,15.8642415868639,2021EconCondition
7.24,0.4,639585.9,5100760,20,60,sec35middle,73,142.971691635257,112.328438889574,42.5896112,131.954536944182,48.47345,41.11835,50.15416,14.39278,11.215758,15.87148,142.971691635257,48.47345,14.39278,73,0.2200428,6.42524976,126.603167243097,49.3396048982812,15.8375018317453,2021EconCondition
7.24,0.4,639085.9,5100770,21,10,sec35middle,73,242.47156458949,148.23719343796,71.23246688,217.99658222242,62.01951,46.35279,61.77568,14.03768,10.939041,15.47989,242.47156458949,62.01951,14.03768,73,0.2143844,6.26002448,240.137873669817,62.0695241101042,14.2802033751985,2021EconCondition
7.24,0.4,639095.9,5100770,21,11,sec35middle,73,227.009848444346,150.359888676265,73.25322176,204.496211606926,59.90078,46.72208,59.84503,13.93277,10.857284,15.3642,227.009848444346,59.90078,13.93277,73,0.2143605,6.2593266,217.351687082635,58.38469460375,13.7863730140769,2021EconCondition
7.24,0.4,639105.9,5100770,21,12,sec35middle,73,214.833590298311,146.983067397082,71.20849952,193.151184187138,58.23521,46.34841,58.19809,13.78961,10.745726,15.20633,214.833590298311,58.23521,13.78961,73,0.2129497,6.21813124,204.98702563768,56.7249766778542,13.6637250595707,2021EconCondition
7.24,0.4,639115.9,5100770,21,13,sec35middle,73,233.607454268752,156.162337968411,78.33375488,210.840577278903,60.79912,47.65054,60.62027,13.77534,10.734604,15.19059,233.607454268752,60.79912,13.77534,73,0.2130581,6.22129652,191.455340621014,54.0166148107709,12.7788915858377,2021EconCondition
7.24,0.4,639125.9,5100770,21,14,sec35middle,73,231.793342996784,155.021617803585,77.902616,211.399316126056,60.55508,47.57175,60.63605,13.66606,10.649452,15.07009,231.793342996784,60.55508,13.66606,73,0.2122972,6.19907824,166.625532946599,50.2826547594285,12.1564316533181,2021EconCondition
7.24,0.4,639145.9,5100770,21,16,sec35middle,73,207.370134182648,142.477907724417,68.93827616,186.727392672854,57.23403,45.93353,57.1694,13.49227,10.51402,14.87844,207.370134182648,57.23403,13.49227,73,0.2160391,6.30834172,154.072313429282,48.6444688789077,12.0142907793155,2021EconCondition
7.24,0.4,639155.9,5100770,21,17,sec35middle,75,176.059664880925,134.014847744512,62.02626464,155.017191806762,53.05312,44.67037,52.86057,13.66055,10.584367,14.97799,175.677299324888,52.89652,13.58254,73,0.2133558,6.400674,144.018867339697,47.2068594605431,12.0828929498163,2021EconCondition
7.24,0.4,639165.9,5100770,21,18,sec35middle,73,169.069719781755,127.82512596778,57.51848576,148.030899518091,51.99997,43.84658,51.87414,13.51322,10.530342,14.90154,169.069719781755,51.99997,13.51322,73,0.2154876,6.29223792,135.76975097385,46.1067431782515,12.0287070482986,2021EconCondition
7.24,0.4,639175.9,5100770,21,19,sec35middle,72,167.064218074352,127.967448773291,57.890144,148.617244352356,51.68318,43.9145,51.92972,13.40899,10.47967,14.82984,167.521737497145,51.79548,13.44819,73,0.2156739,6.21140832,136.867415536743,46.2805441567723,11.9588940347721,2021EconCondition
7.24,0.4,639185.9,5100770,21,20,sec35middle,73,164.940724398572,131.464493246504,60.81979808,148.727718770124,51.44962,44.44989,51.92564,13.39444,10.437784,14.77056,164.940724398572,51.44962,13.39444,73,0.214457,6.2621444,143.684256907958,47.2311794062306,11.8858426759103,2021EconCondition
7.24,0.4,639205.9,5100770,21,22,sec35middle,73,165.680374786263,133.927778257064,63.04827008,150.651999837773,51.56175,44.85714,52.16406,13.31902,10.379014,14.6874,165.680374786263,51.56175,13.31902,73,0.2149434,6.27634728,151.886455810385,51.6673060061459,14.3901530249605,2021EconCondition
7.24,0.4,639215.9,5100770,21,23,sec35middle,73,169.676728269566,134.491198401295,63.62737184,155.617509858445,52.11338,44.96297,52.8334,13.28606,10.353331,14.65105,169.676728269566,52.11338,13.28606,73,0.2147329,6.27020068,147.006288342661,54.1545882517292,16.1976817023285,2021EconCondition
7.24,0.4,639225.9,5100770,21,24,sec35middle,73,170.901960021807,134.88495993589,64.11853856,157.878143955296,52.28847,45.05273,53.12995,13.24347,10.32014,14.60408,170.901960021807,52.28847,13.24347,73,0.2151741,6.28308372,150.829338134015,54.5962485780625,16.1183255889364,2021EconCondition
7.24,0.4,639235.9,5100770,21,25,sec35middle,73,173.31897842915,131.088549803411,61.2873804799999,158.126635522391,52.62411,44.53534,53.1561,13.21616,10.298862,14.57397,173.31897842915,52.62411,13.21616,73,0.2154452,6.29099984,162.101054382948,50.8758175386459,13.033392086426,2021EconCondition
7.24,0.4,639245.9,5100770,21,26,sec35middle,73,172.817081074291,133.309807627288,63.38178848,158.906442575356,52.5729,44.91809,53.24077,13.13324,10.234242,14.48253,172.817081074291,52.5729,13.13324,73,0.216214,6.3134488,148.174586708926,48.0242947668687,11.6993531218534,2021EconCondition
7.24,0.4,639265.9,5100770,21,28,sec35middle,73,169.566916189714,127.075237008712,59.12232896,154.864451394556,52.16084,44.13968,52.65888,13.00023,10.130595,14.33586,169.566916189714,52.16084,13.00023,73,0.2200435,6.4252702,142.573621732374,47.3125046300325,11.5588085714453,2021EconCondition
7.24,0.4,639275.9,5100770,21,29,sec35middle,73,166.408665259748,127.447816414918,59.41726976,152.738335187086,51.7289,44.19358,52.36811,12.99932,10.129881,14.33485,166.408665259748,51.7289,12.99932,73,0.2202781,6.43212052,143.973218460757,47.5135877604283,11.5682792929175,2021EconCondition
7.24,0.4,639285.9,5100770,21,30,sec35middle,73,165.559871082227,128.015513579366,59.88173312,152.402587445465,51.61399,44.27846,52.32133,12.99462,10.126223,14.32967,165.559871082227,51.61399,12.99462,73,0.2202886,6.43242712,144.366069022506,47.5709604357617,11.5641319592067,2021EconCondition
7.24,0.4,639295.9,5100770,21,31,sec35middle,73,165.79510711493,128.186253171923,60.04403264,152.438593349402,51.64787,44.30812,52.32506,12.98827,10.121271,14.32266,165.79510711493,51.64787,12.98827,73,0.2203764,6.43499088,144.605980167776,47.60209851072,11.5486190912625,2021EconCondition
7.24,0.4,639305.9,5100770,21,32,sec35middle,73,164.958912805272,123.753301200909,56.67081824,152.013291154055,51.53864,43.69167,52.26342,12.96897,10.106234,14.30138,164.958912805272,51.53864,12.96897,73,0.2205833,6.44103236,140.386320905431,47.0182065300116,11.5153669342646,2021EconCondition
7.24,0.4,639315.9,5100770,21,33,sec35middle,73,167.499557719548,122.917102432551,55.99852832,152.935714684778,51.88519,43.56881,52.39025,12.97325,10.109567,14.3061,167.499557719548,51.88519,12.97325,73,0.2217171,6.47413932,137.71834167459,46.6590763074492,11.541508432067,2021EconCondition
7.24,0.4,639325.9,5100770,21,34,sec35middle,73,170.387106691027,125.323637138925,57.9771488,154.777861653903,52.28647,43.9304,52.63815,12.95142,10.092558,14.28203,170.387106691027,52.28647,12.95142,73,0.216688,6.3272896,141.068817579463,47.1303251712021,11.5104580566347,2021EconCondition
7.24,0.4,639335.9,5100770,21,35,sec35middle,73,171.755129949091,119.114287800422,53.02093952,155.708634625197,52.4671,43.02466,52.76955,12.9751,10.111008,14.30814,171.755129949091,52.4671,12.9751,73,0.2168828,6.33297776,132.473252350205,45.9363290137646,11.5532618689681,2021EconCondition
7.24,0.4,639345.9,5100770,21,36,sec35middle,73,177.250058137038,128.889419467043,60.34400768,160.859528135453,53.20094,44.36294,53.48699,13.04295,10.163886,14.38297,177.250058137038,53.20094,13.04295,73,0.2169718,6.33557656,144.423950109909,47.5467080754938,11.6018921059339,2021EconCondition
7.24,0.4,639355.9,5100770,21,37,sec35middle,75,186.127701035305,121.811526031734,54.57449504,169.9665414233,54.49319,43.30857,54.74502,13.17521,10.208319,14.44585,185.702745948385,54.34298,13.09997,73,0.2149543,6.448629,175.635418756613,52.8749937852602,13.0226345570258,2021EconCondition
7.24,0.4,639365.9,5100770,21,38,sec35middle,75,195.152854902591,119.61274529642,52.44791168,182.110269280912,55.70723,42.91994,56.43163,13.27265,10.283819,14.55269,194.327258637458,55.50024,13.19686,73,0.214908,6.44724,182.53990981893,56.4937687637833,14.5544773490164,2021EconCondition
7.24,0.4,639375.9,5100770,21,39,sec35middle,75,192.127457689335,119.559119534166,52.15045376,179.542375783079,55.28289,42.86558,56.09883,13.33413,10.331452,14.62009,191.296685051862,55.07357,13.25799,73,0.2148724,6.446172,174.685298251234,55.3912305813458,14.5976414388495,2021EconCondition
7.24,0.4,639385.9,5100770,21,40,sec35middle,73,185.542661563136,119.649542300996,52.06689632,170.449224665711,54.28028,42.85031,54.86628,13.2952,10.360454,14.66113,185.542661563136,54.28028,13.2952,73,0.2175164,6.35147888,170.336077874505,54.8505881697708,14.6610241036879,2021EconCondition
7.24,0.4,639395.9,5100770,21,41,sec35middle,74,163.122094607521,111.498625391978,45.3535184,149.961292087458,51.25104,41.62345,52.09407,13.4316,10.436623,14.76892,162.421299325632,51.10558,13.39295,73,0.2174682,6.43705872,147.555913813638,51.7550117593354,14.7638827722743,2021EconCondition
7.24,0.4,639405.9,5100770,21,42,sec35middle,141,155.490272861566,96.5787768969694,33.4415216,130.517842236369,54.58758,39.44655,49.46447,15.8899,10.511226,14.87449,140.895145375835,48.15368,13.48868,73,0.1655537,9.33722868,137.988125997864,50.5034160098452,14.882402828613,2021EconCondition
7.24,0.4,639415.9,5100770,21,43,sec35middle,141,149.441212834375,96.7666067301045,32.45240288,125.784058767177,54.05311,39.26579,48.95506,16.277,10.767296,15.23686,133.975245906331,47.19313,13.81729,73,0.1655783,9.33861612,120.462393050201,48.2060534005875,15.228027719176,2021EconCondition
7.24,0.4,639425.9,5100770,21,44,sec35middle,141,140.771985776741,96.3416899263376,31.83784256,115.171070675763,52.93521,39.15348,47.53971,16.38126,10.836264,15.33445,125.705844435506,46.06519,13.90579,73,0.1670717,9.42284388,113.019857317765,47.2414186816271,15.3332713581948,2021EconCondition
7.24,0.4,639435.9,5100770,21,45,sec35middle,126,144.154732350686,99.0588898054689,33.3640928,123.063871762736,52.1116,39.4324,48.72382,15.7767,10.975134,15.53097,132.436411781761,46.99409,14.084,73,0.1848238,9.31511952,126.928785128881,49.2700315615979,15.5375095872139,2021EconCondition
7.24,0.4,639445.9,5100770,21,46,sec35middle,126,151.43257932121,104.120768736579,37.0169264,130.630141852808,53.17369,40.09995,49.81195,15.85917,11.032503,15.61215,141.290062618837,48.21037,14.15762,73,0.18486,9.316944,130.204984348019,49.7517568590834,15.6114168194231,2021EconCondition
7.24,0.4,639455.9,5100770,21,47,sec35middle,126,158.40768239689,112.11353828749,42.42183968,142.303804151008,54.33884,41.08769,51.58753,16.12403,11.216752,15.87288,154.862423654011,50.09922,14.39406,73,0.188298,9.4902192,137.609841669225,50.8863022381959,15.8493117627211,2021EconCondition
7.24,0.4,639465.9,5100770,21,48,sec35middle,126,145.463049474424,110.92531208177,41.44421216,128.24159693711,52.56224,40.90903,49.65884,16.15136,11.235768,15.89979,142.473549102293,48.41001,14.41846,73,0.1877805,9.4641372,124.415498707443,49.1080032194667,15.8900287476451,2021EconCondition
7.24,0.4,639475.9,5100770,21,49,sec35middle,40,122.891303235625,103.750490894941,36.19098272,101.428777244804,44.03079,39.94901,45.89484,12.75473,11.174945,15.81372,117.646063994869,45.00303,14.34041,73,0.2743526,4.3896416,100.271817265261,45.7324270310167,15.8125722379328,2021EconCondition
7.24,0.4,639485.9,5100770,21,50,sec35middle,141,122.414079813049,98.6110150102623,32.32649216,97.8218657441522,50.82145,39.24278,45.38223,16.86769,11.158041,15.7898,113.2243631778,44.39552,14.31872,73,0.1626029,9.17080356,92.2028441129628,44.5821313528854,15.7786265136492,2021EconCondition
7.24,0.4,639495.9,5100770,21,51,sec35middle,141,125.920921342933,99.8190866688276,33.31626752,101.998444283948,51.28722,39.42366,45.94499,16.84036,11.139962,15.76422,116.707506936476,44.86831,14.29552,73,0.1626006,9.17067384,109.082292913935,46.9542116030688,15.7786957303863,2021EconCondition
7.24,0.4,639505.9,5100770,21,52,sec35middle,41,119.651977694077,102.169562868188,34.60667456,107.486565025971,43.59698,39.65948,46.82434,12.92227,11.279602,15.96182,115.87164289579,44.78311,14.47471,73,0.2656784,4.35712576,99.8834565190209,45.7551706753625,15.9545030516572,2021EconCondition
7.24,0.4,639515.9,5100770,21,53,sec35middle,41,125.337316369035,106.23139129783,37.60150016,111.148424141244,44.36723,40.20678,47.35865,12.95542,11.308542,16.00278,120.437249223282,45.41471,14.51185,73,0.2653693,4.35205652,111.072657833311,47.3520545200854,16.0045960500413,2021EconCondition
7.24,0.4,639525.9,5100770,21,54,sec35middle,41,130.78400401497,112.347638274478,41.76547328,115.105526004654,45.0769,40.96774,48.04929,13.1189,11.451244,16.20472,124.842521576221,46.05935,14.69498,73,0.2644663,4.33724732,116.919376799442,48.3235321310729,16.2146789323118,2021EconCondition
7.24,0.4,639535.9,5100770,21,55,sec35middle,73,145.483516321351,115.453598663139,44.1165728,137.373103073088,48.88618,41.3974,51.14955,14.69915,11.4545,16.20932,145.483516321351,48.88618,14.69915,73,0.2195987,6.41228204,137.387543831699,51.1558792514208,16.2112341568829,2021EconCondition
7.24,0.4,639545.9,5100770,21,56,sec35middle,73,147.142272678213,116.052633762391,44.75444384,136.983545734308,49.09537,41.51397,51.03784,14.63151,11.401787,16.13473,147.142272678213,49.09537,14.63151,73,0.2192898,6.40326216,139.210499242838,51.3995646587437,16.1582431955005,2021EconCondition
7.24,0.4,639555.9,5100770,21,57,sec35middle,73,150.551719128133,117.717806324661,46.05437216,140.221125554729,49.55894,41.75153,51.47764,14.61967,11.392559,16.12167,150.551719128133,49.55894,14.61967,73,0.2196407,6.41350844,137.555451137579,51.0971933422541,16.1171114406295,2021EconCondition
7.24,0.4,639565.9,5100770,21,58,sec35middle,73,146.566014650424,113.080875674154,42.49565696,136.692201461902,49.01622,41.10118,50.99642,14.63037,11.400903,16.13348,146.566014650424,49.01622,14.63037,73,0.218734,6.3870328,139.086179168525,51.4039761202542,16.1672686729528,2021EconCondition
7.24,0.4,639085.9,5100780,22,10,sec35middle,73,247.368842094187,142.665389527154,67.19298176,223.370451621024,62.68341,45.61458,62.46991,13.97306,10.888685,15.40863,247.368842094187,62.68341,13.97306,73,0.2145373,6.26448916,246.128926545359,62.8304378785833,14.1851945691361,2021EconCondition
7.24,0.4,639095.9,5100780,22,11,sec35middle,73,221.299060223118,147.488414508633,71.02912736,196.205931567615,59.1211,46.31563,58.7073,13.93754,10.861006,15.36947,221.299060223118,59.1211,13.93754,73,0.2145134,6.26379128,214.289850679087,57.9855568415,13.8057079148749,2021EconCondition
7.24,0.4,639105.9,5100780,22,12,sec35middle,73,211.227974960115,143.983005510954,68.90040992,188.33162790264,57.74283,45.92661,57.53561,13.78914,10.745359,15.20581,211.227974960115,57.74283,13.78914,73,0.2131225,6.223177,203.228096986904,56.4793733733958,13.6590000489145,2021EconCondition
7.24,0.4,639115.9,5100780,22,13,sec35middle,73,216.521219441183,146.968173148184,71.59870784,198.13042138243,58.46829,46.41972,58.8267,13.68857,10.666993,15.09492,216.521219441183,58.46829,13.68857,73,0.213231,6.2263452,179.81657102785,52.2830767765834,12.4630260010654,2021EconCondition
7.24,0.4,639125.9,5100780,22,14,sec35middle,73,213.822821051915,147.499275854589,72.40736,191.151444889452,58.10582,46.5675,57.82035,13.5911,10.591034,14.98743,213.822821051915,58.10582,13.5911,73,0.2124519,6.20359548,158.773032167297,49.257485921375,12.1206631958097,2021EconCondition
7.24,0.4,639145.9,5100780,22,16,sec35middle,73,201.909899925616,135.304888025335,63.8611904,182.579114476908,56.50319,45.0057,56.55604,13.37896,10.425721,14.75349,201.909899925616,56.50319,13.37896,73,0.220925,6.45101,146.361046220065,47.6248997482708,11.895520532326,2021EconCondition
7.24,0.4,639155.9,5100780,22,17,sec35middle,73,174.5193907246,129.34053731079,58.88998784,154.776195162019,52.74965,44.09722,52.77941,13.46373,10.491783,14.84698,174.5193907246,52.74965,13.46373,73,0.2201874,6.42947208,140.24849043168,46.7440783620104,11.9789490430804,2021EconCondition
7.24,0.4,639165.9,5100780,22,18,sec35middle,73,165.964028597677,123.358476622572,54.51189536,147.037320379739,51.58857,43.29713,51.69638,13.40094,10.442848,14.77773,165.964028597677,51.58857,13.40094,73,0.220031,6.4249052,131.400600427846,45.5517771799896,11.9213579950619,2021EconCondition
7.24,0.4,639175.9,5100780,22,19,sec35middle,73,166.826544367862,120.810632424912,52.7511152,149.336508542662,51.71388,42.97535,51.99338,13.34816,10.401718,14.71952,166.826544367862,51.71388,13.34816,73,0.2194592,6.40820864,131.897053043506,45.6457456074063,11.8735047516828,2021EconCondition
7.24,0.4,639185.9,5100780,22,20,sec35middle,73,170.46683801287,127.883744101285,58.31892992,153.349485493547,52.21438,43.99286,52.53636,13.32845,10.386364,14.6978,170.46683801287,52.21438,13.32845,73,0.2188598,6.39070616,141.602298203027,47.0033801005848,11.8653600769151,2021EconCondition
7.24,0.4,639205.9,5100780,22,22,sec35middle,72,165.036701752279,132.383345334736,61.98713984,148.764782103922,51.43116,44.66322,51.89577,13.24821,10.354007,14.65201,165.140781134028,51.49327,13.28693,73,0.2155866,6.20889408,149.872263473868,52.8206205104167,15.1181578983627,2021EconCondition
7.24,0.4,639215.9,5100780,22,23,sec35middle,73,170.322107877336,133.527927442384,62.94643616,154.286811757275,52.20429,44.83853,52.64656,13.27057,10.341258,14.63397,170.322107877336,52.20429,13.27057,73,0.2147247,6.26996124,144.883873726272,53.8467414981251,16.180391517426,2021EconCondition
7.24,0.4,639225.9,5100780,22,24,sec35middle,73,171.528206151353,134.128234641149,63.57921824,157.395927297222,52.37617,44.95417,53.06074,13.23235,10.311476,14.59182,171.528206151353,52.37617,13.23235,73,0.2151659,6.28284428,150.238686174301,54.5151438926459,16.1116916346003,2021EconCondition
7.24,0.4,639235.9,5100780,22,25,sec35middle,72,172.419563311637,132.093113883559,62.06703104,157.878835458988,52.45419,44.67782,53.12228,13.17793,10.299084,14.57429,172.685503310894,52.53745,13.21645,73,0.21609,6.223392,163.776870278408,51.1892744967084,13.1077608483264,2021EconCondition
7.24,0.4,639245.9,5100780,22,26,sec35middle,73,173.387592063901,133.840413769018,63.52586624,158.829802591914,52.638,44.94442,53.24604,13.19363,10.2813,14.54912,173.387592063901,52.638,13.19363,73,0.2162058,6.31320936,147.492286397796,47.8692962509271,11.7120959500927,2021EconCondition
7.24,0.4,639265.9,5100780,22,28,sec35middle,73,176.450801719116,134.366415435608,64.40094848,161.4749707692,53.07997,45.10434,53.58154,13.08976,10.200362,14.43458,176.450801719116,53.07997,13.08976,73,0.2159684,6.30627728,146.624047201384,47.8420643930562,11.672524004985,2021EconCondition
7.24,0.4,639275.9,5100780,22,29,sec35middle,73,177.018239005956,133.708530623502,63.88865984,160.368572620271,53.1576,45.01072,53.43025,13.0897,10.200312,14.43451,177.018239005956,53.1576,13.0897,73,0.2161986,6.31299912,147.688794712506,47.9852520419313,11.6653963323334,2021EconCondition
7.24,0.4,639285.9,5100780,22,30,sec35middle,75,175.823290468557,129.053366318462,60.21016256,161.004692231046,53.08397,44.33848,53.51993,13.17648,10.209303,14.44724,175.441174517214,52.93914,13.10124,73,0.2135867,6.407601,141.968197553871,47.1687677814521,11.6484862375071,2021EconCondition
7.24,0.4,639295.9,5100780,22,31,sec35middle,73,174.733323612395,132.753248881734,63.16783328,160.789444082867,52.84631,44.87899,53.4866,13.08451,10.196272,14.4288,174.733323612395,52.84631,13.08451,73,0.2161279,6.31093468,145.847879395543,47.7158988128688,11.6330225606538,2021EconCondition
7.24,0.4,639305.9,5100780,22,32,sec35middle,73,168.921040456316,126.890599607879,58.8595088,155.133089889899,52.06561,44.09165,52.70078,13.02647,10.15104,14.36479,168.921040456316,52.06561,13.02647,73,0.2209811,6.45264812,142.426978545371,47.2747008679491,11.5794171824979,2021EconCondition
7.24,0.4,639325.9,5100780,22,34,sec35middle,73,173.442141364387,130.662779577608,61.90292576,156.35625786929,52.69001,44.64783,52.86359,13.00442,10.133859,14.34048,173.442141364387,52.69001,13.00442,73,0.22162,6.471304,143.352884689914,47.4211819473688,11.5675271597576,2021EconCondition
7.24,0.4,639335.9,5100780,22,35,sec35middle,75,174.467672765715,124.928064645561,57.30496832,157.922303326104,52.91415,43.80756,53.08313,13.1066,10.155158,14.37062,174.215370981786,52.78863,13.03175,73,0.2188135,6.564405,137.795716609446,46.6288195161813,11.5836617695255,2021EconCondition
7.24,0.4,639345.9,5100780,22,36,sec35middle,73,178.015867464433,129.112345835073,60.32961632,161.112718202839,53.29525,44.36031,53.53086,13.08478,10.19648,14.42909,178.015867464433,53.29525,13.08478,73,0.2219607,6.48125244,144.773284128531,47.5610495368271,11.6241397430706,2021EconCondition
7.24,0.4,639355.9,5100780,22,37,sec35middle,75,185.19285536947,121.223479271687,53.92168544,166.558138212757,54.35589,43.18927,54.29019,13.22052,10.243431,14.49553,184.872055662418,54.2188,13.14503,73,0.2192576,6.577728,185.039128117208,54.2765567273331,13.1736873712861,2021EconCondition
7.24,0.4,639365.9,5100780,22,38,sec35middle,75,193.925464203978,120.789597178019,53.02586432,180.758587851572,55.52544,43.02556,56.27146,13.35357,10.346519,14.64141,193.394167472496,55.35663,13.27732,73,0.2191194,6.573582,180.83449907351,56.2848556502709,14.6429952876498,2021EconCondition
7.24,0.4,639375.9,5100780,22,39,sec35middle,75,191.894289964281,120.56179368068,52.58509472,179.713738912628,55.23838,42.94501,56.15017,13.41815,10.396557,14.71222,190.962518827199,55.01316,13.34153,73,0.2191229,6.573687,185.069136480783,56.914581584875,14.7285683379053,2021EconCondition
7.24,0.4,639385.9,5100780,22,40,sec35middle,75,192.650567106953,122.392071129452,53.46499232,179.751318117188,55.32652,43.10581,56.20639,13.55293,10.500981,14.85999,192.152347053976,55.15712,13.47554,73,0.2148485,6.445455,185.357284183331,56.9961248813668,14.8710126038968,2021EconCondition
7.24,0.4,639395.9,5100780,22,41,sec35middle,132,171.808746113044,115.064975318776,47.38904768,156.182605073909,56.08627,41.99544,53.02024,15.50077,10.584067,14.97757,167.098445283036,51.72483,13.58216,73,0.1785829,9.42917712,160.247224420129,53.5963852936418,14.9871025127009,2021EconCondition
7.24,0.4,639405.9,5100780,22,42,sec35middle,141,155.236719238975,99.2270676435012,34.14445472,134.044474991283,54.92343,39.57501,50.12159,16.34907,10.814966,15.30431,144.196360739882,48.58964,13.87846,73,0.1658562,9.35428968,128.041951929776,49.2600572229146,15.2865268751499,2021EconCondition
7.24,0.4,639415.9,5100780,22,43,sec35middle,141,147.28481642174,96.5952898475895,31.7799487999999,123.576127955377,53.92849,39.1429,48.73846,16.47512,10.898354,15.42232,134.097704891142,47.21443,13.98547,73,0.1658809,9.35568276,124.186271386806,48.8226808166604,15.4224232918883,2021EconCondition
7.24,0.4,639425.9,5100780,22,44,sec35middle,126,137.92423925045,94.5747440712353,29.899496,114.949056884897,51.25675,38.79925,47.6104,15.78674,10.982118,15.54085,124.21706015224,45.87211,14.09296,73,0.1848921,9.31856184,119.822476046654,48.2954137208271,15.5472794519557,2021EconCondition
7.24,0.4,639435.9,5100780,22,45,sec35middle,126,144.571205111225,100.543672734902,33.85695584,125.57334130823,52.33737,39.52247,49.20655,16.01874,11.143512,15.76924,138.083067491219,47.79019,14.30007,73,0.1851618,9.33215472,121.977642994354,48.6839119239229,15.75717677053,2021EconCondition
7.24,0.4,639445.9,5100780,22,46,sec35middle,126,144.004948357553,101.101767892706,34.2229232,126.597158680913,52.27628,39.58935,49.36241,16.04229,11.159892,15.79242,138.063870664053,47.79073,14.32109,73,0.1851913,9.33364152,122.924080625614,48.837036487375,15.7841918807712,2021EconCondition
7.24,0.4,639455.9,5100780,22,47,sec35middle,73,148.760174675833,111.976250507778,41.8768832,135.841564680952,49.2968,40.9881,50.81188,14.54903,11.337514,16.04378,148.760174675833,49.2968,14.54903,73,0.2242659,6.54856428,132.343478586223,50.3167066070104,16.0393067648416,2021EconCondition
7.24,0.4,639465.9,5100780,22,48,sec35middle,126,138.141824222806,109.191884924553,39.67719392,119.545325155143,51.68823,40.58611,48.57311,16.32979,11.359895,16.07545,134.529301997428,47.35654,14.57775,73,0.1878979,9.47005416,117.361735608645,48.2665849758479,16.0738688108342,2021EconCondition
7.24,0.4,639475.9,5100780,22,49,sec35middle,42,120.347192502094,102.628420439365,34.88892032,98.8727226111374,43.73027,39.71106,45.64786,12.99322,11.298878,15.9891,115.489732211037,44.7356,14.49945,73,0.2677989,4.49902152,93.722160034977,44.9089367992917,15.9773721430816,2021EconCondition
7.24,0.4,639485.9,5100780,22,50,sec35middle,141,123.650004785006,99.1996558166185,32.35138976,98.6291010460963,51.18264,39.24733,45.59449,17.04733,11.276868,15.95795,114.75269300831,44.62944,14.4712,73,0.1629781,9.19196484,104.248994165518,46.3943494142771,15.9679132675209,2021EconCondition
7.24,0.4,639495.9,5100780,22,51,sec35middle,141,124.249452616173,100.735698462161,33.6059552,101.719765648062,51.22906,39.4766,46.00189,17.01165,11.253271,15.92456,116.038093284889,44.7997,14.44092,73,0.1629758,9.19183512,96.2903900259526,45.2022905185125,15.9021351980567,2021EconCondition
7.24,0.4,639505.9,5100780,22,52,sec35middle,41,117.295244027057,99.9155518489382,32.3898032,99.4769098703824,43.23747,39.25435,45.8518,13.09094,11.426838,16.17018,111.968732962541,44.28937,14.66366,73,0.2666445,4.3729698,101.586919351091,46.169044822025,16.1812441564578,2021EconCondition
7.24,0.4,639515.9,5100780,22,53,sec35middle,41,119.963597604,101.87158170371,33.82226336,102.132760957455,43.59867,39.51613,46.23779,13.11039,11.443812,16.1942,112.032189497825,44.30331,14.68544,73,0.2663342,4.36788088,97.3054747529979,45.5408886179125,16.1824071463704,2021EconCondition
7.24,0.4,639525.9,5100780,22,54,sec35middle,41,129.026149298458,111.076561809013,40.78171712,111.618656241291,44.83536,40.78796,47.56962,13.12471,11.456316,16.21189,122.187153049111,45.6975,14.70148,73,0.265428,4.3530192,106.439846628193,46.8363982501958,16.206002908052,2021EconCondition
7.24,0.4,639535.9,5100780,22,55,sec35middle,73,142.314832532367,116.495597022458,45.0366896,132.201901797224,48.43985,41.56555,50.39031,14.65168,11.417507,16.15697,142.314832532367,48.43985,14.65168,73,0.2199707,6.42314444,129.763157690913,50.0437495901167,16.1535401944684,2021EconCondition
7.24,0.4,639085.9,5100790,23,10,sec35middle,75,243.335840817975,139.818273460658,65.3741984,222.819913770939,62.24068,45.2822,62.3272,13.95316,10.811084,15.29882,242.925769934257,62.0722,13.87348,73,0.2125145,6.375435,242.240086905446,62.3240744357916,14.1084381147743,2021EconCondition
7.24,0.4,639095.9,5100790,23,11,sec35middle,73,220.438750743906,147.050883447823,70.90168448,195.169797797864,59.00156,46.29234,58.53027,13.88243,10.818054,15.30868,220.438750743906,59.00156,13.88243,73,0.2147208,6.26984736,215.903245591301,58.2519774196875,13.7859707167491,2021EconCondition
