BaseP,EXP.cost,x,y,row,col,field,EXP.rate.ssopt,NR.ssopt,NR.min,NR.opp,NR.fs,yld.opt,yld.min,yld.fs,pro.opt,pro.min,pro.fs,NR.ffopt,yld.ffopt,pro.ffopt,EXP.rate.ffopt,NUE,cost.NUE,NR.act,yld.act,pro.act,sim
7.24,0.4,639505.9,5101140,58,52,sec35middle,141,116.96361965654,18.2775515224056,-22.35766624,86.3576596168715,48.59769,29.24933,43.30786,14.10419,9.329975,13.2029,82.2862327835759,40.56429,11.97283,73,0.1677781,9.46268484,20.4276182686599,30.3762727059146,10.1170907958201,2021EconCondition
7.24,0.4,639515.9,5101140,58,53,sec35middle,141,123.344750429679,24.6151920565955,-17.94592096,93.6438859026507,49.49382,30.05557,44.27731,14.30383,9.462038,13.38978,89.2249832486183,41.44387,12.1423,73,0.1676067,9.45301788,86.3460075742815,40.9204373558771,12.0261994928205,2021EconCondition
7.24,0.4,639535.9,5101140,58,55,sec35middle,141,141.89738452582,40.7124257352462,-5.55151264,111.11556630428,52.05045,32.32063,46.65285,14.42072,9.53936,13.4992,111.432053204382,44.45796,12.24152,73,0.1673797,9.44021508,106.137634459971,43.2805527609604,11.7722339382385,2021EconCondition
7.24,0.4,639545.9,5101140,58,56,sec35middle,135,145.746101908766,51.0276093931165,0.903696319999966,117.552796973289,52.29569,33.50031,47.52243,14.62221,9.883191,13.98575,120.344356422511,45.5132,12.68275,73,0.1621804,8.7577416,102.80452363236,42.1306430523563,11.5225727974003,2021EconCondition
7.24,0.4,639555.9,5101140,58,57,sec35middle,135,142.272228937929,54.751195296198,3.68845183999997,115.588030711286,51.83198,34.00922,47.25649,14.66509,9.912178,14.02677,118.311182565286,45.22268,12.71995,73,0.1627203,8.7868962,110.603125110698,43.0476117886042,11.3236155833146,2021EconCondition
7.24,0.4,639565.9,5101140,58,58,sec35middle,135,140.521886878426,55.6872107287938,3.12855679999998,114.285990238043,51.73673,33.9069,47.12777,15.08163,10.193717,14.42518,119.538829117961,45.29716,13.08124,73,0.1626478,8.7829812,114.432969423099,44.1952019046896,12.7219072656699,2021EconCondition
7.24,0.4,639575.9,5101140,58,59,sec35middle,135,133.860675811757,54.2219262676534,2.47000159999996,105.437492292237,50.761,33.78655,45.89406,14.92077,10.084989,14.27132,111.484323396154,44.22639,12.94171,73,0.1614687,8.7193098,133.85031919159,50.7997792862624,14.9491611022754,2021EconCondition
7.24,0.4,639045.9,5101140,58,6,sec35middle,73,223.4290788202,96.4172940483518,38.43614432,220.580566014808,59.85121,40.35931,61.60166,12.27572,9.566009,13.53691,223.4290788202,59.85121,12.27572,73,0.2279242,6.65538664,212.321094231823,62.0730005341737,14.7541501354746,2021EconCondition
7.24,0.4,639595.9,5101140,58,61,sec35middle,135,131.174096538546,50.5204096420947,-1.11749632000002,104.309039283133,50.48553,33.13094,45.77739,15.15791,10.245271,14.49814,108.452294679594,43.76799,13.14739,73,0.165355,8.92917,99.0283984199711,44.9030272824813,14.4181084533906,2021EconCondition
7.24,0.4,639605.9,5101140,58,62,sec35middle,135,130.419605583781,48.7638192302924,-2.61075040000003,100.042074403228,50.4014,32.85805,45.20245,15.20258,10.275469,14.54087,102.895941038229,43.00143,13.18614,73,0.1656996,8.9477784,81.5831669787191,38.5516033760729,11.4602331383842,2021EconCondition
7.24,0.4,639615.9,5101140,58,63,sec35middle,135,128.933364243304,43.6916390436092,-6.80131744000002,90.9499077961832,50.23844,32.09223,43.97725,15.29291,10.336524,14.62727,94.1766926737297,41.79724,13.26449,73,0.1654233,8.9328582,43.6916084153012,32.0922259844687,10.3365235440839,2021EconCondition
7.24,0.4,639625.9,5101140,58,64,sec35middle,135,127.812087992253,40.5640946585892,-9.25282816000001,91.3217082795807,50.08824,31.64422,44.02997,15.30137,10.342236,14.63535,95.4249204461981,41.96681,13.27182,73,0.1663168,8.9811072,45.0166438761339,32.7932849247188,10.8666238314845,2021EconCondition
7.24,0.4,639635.9,5101140,58,65,sec35middle,135,175.270152642357,48.9294868714529,-2.48106400000003,139.232790382543,56.5636,32.88175,50.56327,15.20229,10.275268,14.54058,141.472049534262,48.27587,13.18589,73,0.1637453,8.8422462,141.281884755862,49.260677965474,13.8487550632806,2021EconCondition
7.24,0.4,639065.9,5101140,58,8,sec35middle,74,217.571689535099,88.4450540954377,32.35128032,214.494598336442,59.10792,39.24731,60.77646,12.26267,9.528341,13.4836,216.210584108209,58.88618,12.22738,73,0.2279342,6.74685232,209.900922654977,59.4085245090903,13.1303473646817,2021EconCondition
7.24,0.4,639075.9,5101140,58,9,sec35middle,74,209.085231999303,85.2865522619252,30.16412192,204.609240258632,57.97903,38.84761,59.43603,12.19577,9.47636,13.41005,208.510558948325,57.86581,12.16068,73,0.2283926,6.76042096,198.387604205755,57.7410135999112,13.0115890144519,2021EconCondition
7.24,0.4,639085.9,5101150,59,10,sec35middle,75,208.067413701007,76.9018088381878,24.01835456,203.8734937321,57.93938,37.72448,59.35613,12.12082,9.39137,13.28978,205.407876859251,57.50615,12.05161,73,0.2258626,6.775878,125.43761913791,46.0674100875542,11.5929737913359,2021EconCondition
7.24,0.4,639095.9,5101150,59,11,sec35middle,121,202.310505739311,72.0986014883385,20.0058464,195.522696959628,59.18346,36.9912,58.20662,13.36634,9.423041,13.33459,192.060624045671,55.64066,12.09225,73,0.1973527,9.55187068,97.9811678624969,41.6855726073125,10.7358523985986,2021EconCondition
7.24,0.4,639105.9,5101150,59,12,sec35middle,121,198.453958134005,72.5231443600929,21.08497952,188.718428559586,58.69048,37.18841,57.31186,13.19252,9.300503,13.16119,185.245926081203,54.79946,11.93501,73,0.1958433,9.47881572,108.154738880457,43.2842827777917,10.6791621014634,2021EconCondition
7.24,0.4,639125.9,5101150,59,14,sec35middle,121,178.317207904418,59.9638891862249,12.07462016,166.544550257283,55.99965,35.54178,54.34269,12.9524,9.13122,12.92164,160.91199027338,51.58048,11.71777,73,0.1938878,9.38416952,100.108221837682,42.4915610035732,10.8232630645591,2021EconCondition
7.24,0.4,639135.9,5101150,59,15,sec35middle,121,183.479061264673,62.8950764338189,14.5800848,171.768265966914,56.71709,35.99965,55.06875,12.91748,9.106602,12.8868,164.29708022662,52.07127,11.68618,73,0.1956447,9.46920348,103.049986897593,42.9300594310917,10.7958941893858,2021EconCondition
7.24,0.4,639145.9,5101150,59,16,sec35middle,75,190.802186429597,81.5510595290703,30.37140128,179.980457961935,55.91975,38.88549,56.25296,11.6005,8.988214,12.71927,187.988350254364,55.47112,11.53426,73,0.2318866,6.956598,109.179245791444,43.81140951575,10.4229106832249,2021EconCondition
7.24,0.4,639155.9,5101150,59,17,sec35middle,121,201.939357746674,79.3650886325764,28.79458976,189.757301089786,59.32089,38.59733,57.60836,12.71156,8.961431,12.68137,194.986102327683,56.47094,11.49989,73,0.1921919,9.30208796,102.708569324883,42.843123695007,10.2210977099786,2021EconCondition
7.24,0.4,639165.9,5101150,59,18,sec35middle,121,207.639152912494,79.3363531255415,28.85204576,195.554478271368,60.10911,38.60783,58.41007,12.69511,8.949836,12.66496,197.926393797863,56.89184,11.48501,73,0.1920339,9.29444076,103.596748082016,42.9794166559445,10.2008411341551,2021EconCondition
7.24,0.4,639185.9,5101150,59,20,sec35middle,121,201.729015663709,93.0428635173037,39.36063872,189.363731208884,59.25592,40.52826,57.51839,12.80349,9.026238,12.77308,190.678677991285,55.80545,11.58305,73,0.1909679,9.24284636,122.207193500739,45.5499339944444,10.3178326225884,2021EconCondition
7.24,0.4,639195.9,5101150,59,21,sec35middle,121,208.032545942834,94.6507869573852,40.39829408,196.244899271335,60.10064,40.71789,58.44242,12.8542,9.061989,12.82367,196.216041482605,56.53712,11.62893,73,0.1911904,9.25361536,124.897257559045,45.8770401954028,10.3307408919001,2021EconCondition
7.24,0.4,639205.9,5101150,59,22,sec35middle,121,215.368650613451,106.839454865034,50.08291328,204.738068566136,61.09722,42.48774,59.59764,12.87654,9.07774,12.84596,208.465406761865,58.21897,11.64914,73,0.1911586,9.25207624,210.928757491784,58.7821350664167,11.8856597302686,2021EconCondition
7.24,0.4,639215.9,5101150,59,23,sec35middle,75,221.832898116954,115.076603395656,56.17800992,213.638287828021,60.05769,43.60161,60.7822,11.80566,9.147175,12.94422,216.607368980652,59.27613,11.73825,73,0.2173497,6.520491,217.612828340404,59.9781803728541,12.2502985689516,2021EconCondition
7.24,0.4,639225.9,5101150,59,24,sec35middle,75,217.508725144448,112.45137739149,53.6113136,209.131973724511,59.3997,43.13255,60.13783,11.88644,9.209766,13.03279,212.263780609345,58.61398,11.81857,73,0.2177963,6.533889,212.808835818942,59.2766825381876,12.3390533814005,2021EconCondition
7.24,0.4,639245.9,5101150,59,26,sec35middle,75,212.113054073683,111.335176762813,50.9426192,202.000262337079,58.44097,42.64485,59.08255,12.21264,9.462508,13.39044,208.194664489258,57.8331,12.1429,73,0.2190272,6.570816,139.191870163558,47.4479623725626,10.7904985972831,2021EconCondition
7.24,0.4,639255.9,5101150,59,27,sec35middle,75,209.183764152712,124.315191485428,60.28151744,197.458819988041,57.93764,44.35152,58.4387,12.39372,9.602811,13.58899,206.04774878469,57.43402,12.32295,73,0.2190676,6.572028,161.637896028046,50.4697482441667,10.9940466344058,2021EconCondition
7.24,0.4,639265.9,5101150,59,28,sec35middle,75,211.591759402713,127.489477422419,61.7361392,195.890810882679,58.17022,44.61735,58.21564,12.59723,9.760496,13.81213,209.560205142134,57.81451,12.5253,73,0.218917,6.56751,199.591267270321,57.6910131922084,13.3464717184753,2021EconCondition
7.24,0.4,639275.9,5101150,59,29,sec35middle,75,206.923669197969,132.622942555228,65.66350304,188.145614951914,57.51988,45.33507,57.15809,12.61996,9.778108,13.83705,204.70113101902,57.13712,12.5479,73,0.2191504,6.574512,193.867582678594,57.9898067770113,13.8670621118353,2021EconCondition
7.24,0.4,639015.9,5101150,59,3,sec35middle,121,207.043141573026,105.341476375069,42.6071216,202.3187438606,59.83044,41.12155,59.12483,14.25464,10.049274,14.22078,202.30236708914,56.67248,12.89588,73,0.1896038,9.17682392,206.363142364548,59.7993522445257,14.2906083454746,2021EconCondition
7.24,0.4,639365.9,5101150,59,38,sec35middle,75,215.11064016643,125.275147140804,54.26757056,194.068772495687,58.38495,43.25248,58.36055,13.93166,10.794429,15.27525,213.673615329554,58.07706,13.85211,73,0.220524,6.61572,171.600574262039,50.8908190900209,12.3311418741683,2021EconCondition
7.24,0.4,639375.9,5101150,59,39,sec35middle,75,210.758538171684,101.9440073161,36.77079584,193.169813336122,57.78792,40.05497,58.16192,13.79804,10.690898,15.12874,210.056396083305,57.58424,13.71925,73,0.2205059,6.615177,123.125441452835,44.2520301267604,12.1813628840563,2021EconCondition
7.24,0.4,639025.9,5101150,59,4,sec35middle,73,215.626493340829,105.166867534109,43.2706016,210.951565286714,58.56371,41.2428,60.28084,12.71522,9.908494,14.02156,215.626493340829,58.56371,12.71522,73,0.2146209,6.26693028,202.404190321129,60.7085004456626,15.1139154013103,2021EconCondition
7.24,0.4,639385.9,5101150,59,40,sec35middle,71,179.851589712312,94.6338307498691,32.60315648,159.249898546039,53.40525,39.29334,53.33721,13.22921,10.369772,14.67432,178.480200273277,53.31299,13.30716,73,0.2363842,6.71331128,165.454577167843,52.4701913297876,13.9264650595783,2021EconCondition
7.24,0.4,639395.9,5101150,59,41,sec35middle,141,163.856515138309,79.591148127662,22.01067776,149.024296716728,55.39076,37.35758,51.86333,15.33092,10.14146,14.35123,160.494213833981,50.91573,13.01418,73,0.1702379,9.60141756,163.315914103018,56.1615981287667,15.8684714258603,2021EconCondition
7.24,0.4,639405.9,5101150,59,42,sec35middle,141,165.314021535998,56.5097793832156,4.72802239999996,129.830338813117,55.47381,34.1992,49.21007,15.09226,9.983583,14.12782,136.878903536114,47.73899,12.81158,73,0.1700943,9.59331852,166.617607757042,56.4036906893064,15.5940648678546,2021EconCondition
7.24,0.4,639425.9,5101150,59,44,sec35middle,141,113.961323615616,-1.28051743926622,-39.84294976,81.946168649901,48.32545,26.05392,42.65571,14.80705,9.79492,13.86084,77.1101920101322,39.619,12.56947,73,0.1704715,9.6145926,-1.28051498196473,26.053920249125,9.79492015076299,2021EconCondition
7.24,0.4,639435.9,5101150,59,45,sec35middle,141,112.756266448375,-8.82667316696461,-45.61186048,81.2366053208779,48.13977,24.99966,42.55849,14.73646,9.748223,13.79476,76.3831791849188,39.53823,12.50955,73,0.1698763,9.58102332,-8.82669678464475,24.9996567858333,9.74822272156911,2021EconCondition
7.24,0.4,639445.9,5101150,59,46,sec35middle,141,105.777056817475,-8.94481269659019,-45.45257056,77.6170418956135,47.15741,25.02877,42.0658,14.63378,9.680296,13.69864,73.6942302198907,39.19806,12.42238,73,0.171384,9.6660576,16.503047454997,30.0540721582812,11.0317149730441,2021EconCondition
7.24,0.4,639455.9,5101150,59,47,sec35middle,141,102.978246652912,-11.6903477794467,-47.5465408,78.6371839203518,46.76722,24.6461,42.20605,14.60369,9.660394,13.67047,74.3664734662852,39.2993,12.39684,73,0.1695201,9.56093364,69.6774542409862,40.1868312689691,13.3051271503386,2021EconCondition
7.24,0.4,639465.9,5101150,59,48,sec35middle,150,102.07446747691,-10.685792497113,-46.40759872,75.1006594933748,47.24078,24.85424,41.72996,14.96477,9.569228,13.54146,71.2176718310003,38.90892,12.27985,73,0.1643514,9.861084,64.9377920946141,39.5522716142608,13.1777512115776,2021EconCondition
7.24,0.4,639035.9,5101150,59,5,sec35middle,121,230.563608254971,95.3013952067678,37.33720256,226.86755430245,63.01241,40.15848,62.45562,13.61848,9.600795,13.58613,225.885019082194,60.1634,12.32036,73,0.1967617,9.52326628,215.932191423045,62.8703519825834,15.0090058741812,2021EconCondition
7.24,0.4,639485.9,5101150,59,50,sec35middle,150,104.163365090641,-13.4326593142792,-47.34911104,65.9177916337155,47.39428,24.68218,40.53067,14.47661,9.257077,13.09974,63.6250369901303,38.03117,11.87928,73,0.1634437,9.806622,-20.9819102573244,24.5287008814271,10.0494719972931,2021EconCondition
7.24,0.4,639495.9,5101150,59,51,sec35middle,141,119.234517966895,6.36448555088958,-32.04069856,85.327395637583,48.91401,27.47977,43.15801,14.16544,9.370489,13.26023,78.8086356402032,40.06036,12.02482,73,0.1669306,9.41488584,6.36449738116974,27.4797715623375,9.37048919562813,2021EconCondition
7.24,0.4,639505.9,5101150,59,52,sec35middle,141,120.404147365288,22.9961161362475,-18.50017984,88.6932180149253,49.06516,29.95428,43.63178,14.07528,9.310851,13.17583,85.5009141538642,41.01981,11.94828,73,0.1638285,9.2399274,24.2396716155311,30.8349552124563,9.99334386136005,2021EconCondition
7.24,0.4,639515.9,5101150,59,53,sec35middle,141,124.944336692734,29.0833607540318,-14.30583712,94.0148061800256,49.70823,30.72079,44.33115,14.27586,9.443534,13.36359,90.6835274823029,41.65533,12.11855,73,0.1636479,9.22974156,85.4414808800802,40.8064774366271,12.0025635957434,2021EconCondition
7.24,0.4,639525.9,5101150,59,54,sec35middle,141,129.991820333124,35.3967185350246,-9.55127104000002,100.076950346282,50.41073,31.58968,45.15088,14.35535,9.496119,13.43801,100.220902392167,42.93912,12.18603,73,0.1634348,9.21772272,99.3051138911725,42.6896171988729,12.0717237628312,2021EconCondition
7.24,0.4,639545.9,5101150,59,56,sec35middle,135,144.616761181243,51.7005401426605,1.46835199999998,117.47150279383,52.13817,33.6035,47.51078,14.61097,9.875599,13.97501,120.913550503508,45.59441,12.67301,73,0.1621384,8.7554736,102.824652614281,42.1979982547833,11.6082983371877,2021EconCondition
7.24,0.4,639555.9,5101150,59,57,sec35middle,135,140.18403803814,51.7148220680323,1.46922751999998,114.885302806657,51.53245,33.60366,47.15773,14.61418,9.877765,13.97808,118.475116337369,45.25916,12.67579,73,0.1626781,8.7846174,101.329287163583,41.7670787294584,11.2608151603354,2021EconCondition
7.24,0.4,639565.9,5101150,59,58,sec35middle,135,134.269534852708,53.7614284503517,1.89281503999996,112.172006964817,50.84346,33.68107,46.82437,14.99258,10.133527,14.34001,120.0321044651,45.38155,13.004,73,0.1626056,8.7807024,114.271052800316,44.2607379759916,12.7099882361889,2021EconCondition
7.24,0.4,639575.9,5101150,59,59,sec35middle,135,129.081920387754,52.3044466715875,1.29007423999997,104.556172126202,50.07116,33.57092,45.76186,14.81698,10.014839,14.17205,111.860242884053,44.30077,12.85169,73,0.1614268,8.7170472,129.093065149386,49.9092646459082,14.6992642645008,2021EconCondition
7.24,0.4,639045.9,5101150,59,6,sec35middle,121,221.044645860737,89.2594621476955,33.02948,215.267838555823,61.72288,39.37125,60.88303,13.50822,9.523065,13.47614,217.961945304675,59.13126,12.22061,73,0.1982793,9.59671812,211.030627917623,61.682254383007,14.542105432512,2021EconCondition
7.24,0.4,639585.9,5101150,59,60,sec35middle,135,138.811537763052,56.0796240949546,3.58185727999998,109.428991723844,51.48198,33.98974,46.45555,15.03232,10.160386,14.37801,114.066180387603,44.55756,13.03846,73,0.1648403,8.9013762,131.432196716022,51.7387479145021,15.8791631848951,2021EconCondition
7.24,0.4,639595.9,5101150,59,61,sec35middle,135,136.733692486241,51.4758872430518,-0.167119360000015,105.844744756569,51.21875,33.30462,45.97448,15.08643,10.196957,14.42977,109.039523381977,43.86015,13.08539,73,0.1653121,8.9268534,115.679219818109,47.4433400152209,14.5006733074939,2021EconCondition
7.24,0.4,639605.9,5101150,59,62,sec35middle,135,135.166979871695,48.5008883979906,-2.76889120000001,98.2800191315343,51.04631,32.82915,44.95819,15.18609,10.264318,14.52509,101.591963545961,42.82557,13.17184,73,0.1656566,8.9454564,50.546662013555,33.4410960812857,10.5972670217724,2021EconCondition
7.24,0.4,639615.9,5101150,59,63,sec35middle,136,133.79083318789,44.9319538626841,-5.50182688000004,96.2677878418867,50.92897,32.32971,44.67997,15.22342,10.253709,14.51008,100.373797000664,42.66136,13.15822,73,0.1681198,9.14571712,44.9319808928644,32.3297136818854,10.2537092154394,2021EconCondition
7.24,0.4,639625.9,5101150,59,64,sec35middle,136,133.462076949281,41.2642896975016,-8.25944128000003,97.6910335948008,50.86798,31.82576,44.86815,15.1882,10.229987,14.47651,102.186351655412,42.91469,13.12778,73,0.1690279,9.19511776,42.762617816386,32.7610152086062,10.9620323400038,2021EconCondition
7.24,0.4,639635.9,5101150,59,65,sec35middle,135,131.131203903258,33.4153074652782,-14.60997088,91.8828565447203,50.50975,30.66521,44.091,15.22617,10.291409,14.56343,97.1970009710931,42.2189,13.2066,73,0.1637453,8.8422462,84.1996504152923,42.3221363262333,14.2392018170238,2021EconCondition
7.24,0.4,639655.9,5101150,59,67,sec35middle,133,159.942930201169,50.5949295383846,-1.93386400000003,128.920963243545,54.43266,32.98175,49.22225,15.36945,10.459463,14.80124,135.980808751515,47.48938,13.42226,73,0.1781546,9.47782472,128.690239126402,49.1742142557239,14.7926204288968,2021EconCondition
7.24,0.4,639665.9,5101150,59,68,sec35middle,72,172.15437937931,75.5935166117402,15.73681088,160.972785623977,52.35415,36.21104,53.87094,13.9174,10.877011,15.39211,172.585208219517,52.46933,13.95808,73,0.2290407,6.59637216,166.11408630929,54.5653233158593,15.385757680521,2021EconCondition
7.24,0.4,639065.9,5101150,59,8,sec35middle,74,217.661702487053,94.7703590550563,37.84691936,213.396877329661,59.17857,40.25163,60.64201,12.16518,9.452592,13.37641,216.834347441167,59.03128,12.13018,73,0.2279342,6.74685232,208.56475815871,59.2493141171904,13.0238932238692,2021EconCondition
7.24,0.4,639075.9,5101150,59,9,sec35middle,73,203.274894213209,89.25473196352,33.59616032,199.468814013963,57.17956,39.47481,58.74378,12.10327,9.431622,13.34674,203.274894213209,57.17956,12.10327,73,0.2284511,6.67077212,192.544201370101,57.044382096982,12.9861128159192,2021EconCondition
7.24,0.4,639095.9,5100620,6,11,sec35middle,121,255.810730383161,176.631829718397,92.8247599999999,249.356001490078,67.10595,50.29875,66.13365,15.56985,10.976479,15.53287,249.158452031155,62.93761,14.08573,73,0.1914382,9.26560888,244.001113125267,65.3730146591458,15.5228667807508,2021EconCondition
7.24,0.4,639105.9,5100620,6,12,sec35middle,121,260.096772367684,179.229776775369,94.78313408,255.521171341674,67.70406,50.65664,66.99031,15.57916,10.98304,15.54216,253.841331281175,63.5782,14.09415,73,0.1900669,9.19923796,256.827204376016,67.2010621375833,15.5557865684887,2021EconCondition
7.24,0.4,639115.9,5100620,6,13,sec35middle,121,261.343530885608,179.207490863163,94.73383136,256.268369241731,67.88293,50.64763,67.1,15.58822,10.989431,15.5512,255.664687357271,63.82821,14.10235,73,0.1898203,9.18730252,256.367325862202,67.104089347875,15.5469887015112,2021EconCondition
7.24,0.4,639125.9,5100620,6,14,sec35middle,121,272.734166352347,181.287336331891,96.26703104,266.229502102149,69.46749,50.92782,68.48632,15.60529,11.001464,15.56823,265.382273597348,65.1575,14.11779,73,0.1891471,9.15471964,272.751015652548,69.4674895606101,15.6042585539797,2021EconCondition
7.24,0.4,639135.9,5100620,6,15,sec35middle,121,267.693437696072,182.170898879429,97.05149696,260.448326983081,68.74875,51.07118,67.66667,15.57525,10.980286,15.53826,260.74390919902,64.52065,14.09061,73,0.190142,9.2028728,259.804280230209,67.5741806784435,15.5366257606217,2021EconCondition
7.24,0.4,639145.9,5100620,6,16,sec35middle,47,272.697275769948,200.417421880247,110.83497248,241.629361125963,64.87889,53.59009,65.11162,12.91766,11.018516,15.59236,251.826290275064,63.30852,14.13967,73,0.2729152,5.13080576,241.185387910905,65.0526431815625,15.5933625068268,2021EconCondition
7.24,0.4,639155.9,5100620,6,17,sec35middle,47,276.957003128787,208.200946254315,115.65952544,237.158976609702,65.38069,54.47177,64.74426,13.1769,11.239642,15.90528,251.706872617259,63.34551,14.42343,73,0.2713322,5.10104536,235.915944657967,64.5455108571916,15.8940259501842,2021EconCondition
7.24,0.4,639165.9,5100620,6,18,sec35middle,47,264.510048519412,201.397035073059,110.54271296,230.153703064668,63.68347,53.53668,63.75565,13.15871,11.224127,15.88332,244.98628824876,62.42194,14.40352,73,0.2710487,5.09571556,229.569853683727,63.6619753589875,15.8778345449832,2021EconCondition
7.24,0.4,639175.9,5100620,6,19,sec35middle,47,258.146521556097,199.154369113134,109.06034816,227.771514581794,62.82809,53.26578,63.3711,13.10358,11.177106,15.81678,242.880816095872,62.12081,14.34318,73,0.270507,5.0855316,226.382266334777,63.1979538993167,15.8250265162415,2021EconCondition
7.24,0.4,639185.9,5100620,6,20,sec35middle,45,232.61019193212,195.238174042016,106.50891872,205.679335714338,59.2877,52.79951,60.22211,12.89883,11.088487,15.69138,216.368810659402,58.47716,14.22946,73,0.2556117,4.6010106,195.169688676975,58.7314785282729,15.6737482880466,2021EconCondition
7.24,0.4,639195.9,5100620,6,21,sec35middle,44,220.487954777761,190.400806358979,103.47102848,176.852684997206,57.64648,52.24434,56.12437,12.6991,10.959053,15.50821,196.092028173029,55.68705,14.06336,73,0.2578602,4.53833952,175.146559951407,55.8964869791041,15.5116150004345,2021EconCondition
7.24,0.4,639205.9,5100620,6,22,sec35middle,44,211.861197945983,186.639373857112,100.39275488,184.577336033793,56.44696,51.68179,57.22216,12.74263,10.996617,15.56137,199.37867565087,56.14069,14.11157,73,0.2578801,4.53868976,190.890208896182,58.1311166693333,15.5792234322477,2021EconCondition
7.24,0.4,639215.9,5100620,6,23,sec35middle,44,202.985583471696,181.025952542544,96.25384352,187.00972179064,55.24459,50.92541,57.52896,12.70551,10.964586,15.51604,196.496532116605,55.74294,14.07046,73,0.2591691,4.56137616,186.496398220177,57.4616023061666,15.5176197541111,2021EconCondition
7.24,0.4,639225.9,5100620,6,24,sec35middle,44,200.23401962417,177.853412856048,94.16436032,183.573283180818,54.89804,50.54356,56.99863,12.62804,10.897728,15.42143,192.004269578081,55.12287,13.98467,73,0.2622213,4.61509488,183.595529633661,57.0035841950416,15.422325132637,2021EconCondition
7.24,0.4,639235.9,5100620,6,25,sec35middle,44,192.575388873187,171.315606919305,89.4028448,176.86688802402,53.87141,49.6734,56.03569,12.5701,10.847731,15.35068,184.129839913463,54.04432,13.92051,73,0.2625667,4.62117392,175.188459888744,55.7886073851458,15.3429555867966,2021EconCondition
7.24,0.4,639245.9,5100620,6,26,sec35middle,44,197.012725699628,177.907762873184,94.77448832,183.176855588118,54.50931,50.65506,56.86018,12.50387,10.790572,15.2698,189.81572646804,54.81894,13.84716,73,0.2729038,4.80310688,186.167805657508,57.3043113871875,15.2857529709271,2021EconCondition
7.24,0.4,639255.9,5100620,6,27,sec35middle,44,195.681190120758,177.147057281347,94.27002464,184.725344977139,54.33429,50.56287,57.06203,12.48659,10.775663,15.2487,191.761567303289,55.08448,13.82803,73,0.2718518,4.78459168,183.58453544326,56.8967928971459,15.2446273928878,2021EconCondition
7.24,0.4,639265.9,5100620,6,28,sec35middle,75,188.244133345821,168.800652217254,87.89465216,182.340727786113,54.71461,49.39778,56.72779,13.89597,10.766777,15.23612,188.06905306438,54.58018,13.81662,73,0.2154032,6.462096,180.199602870025,56.414956838125,15.2271419297836,2021EconCondition
7.24,0.4,639275.9,5100620,6,29,sec35middle,75,188.404533742457,169.282661780168,88.55665472,182.414738711212,54.73528,49.51876,56.69988,13.82618,10.712698,15.15959,188.215662631575,54.60086,13.74723,73,0.2156329,6.468987,186.276634736246,57.2713752326251,15.1798356030008,2021EconCondition
7.24,0.4,639285.9,5100620,6,30,sec35middle,75,183.595741272464,154.13583016098,77.51404928,179.806556312079,54.08168,47.50074,56.26642,13.67374,10.594588,14.99246,183.141087177856,53.91496,13.59566,73,0.2157336,6.472008,180.23131596785,56.3343840448958,14.9973359553131,2021EconCondition
7.24,0.4,639295.9,5100620,6,31,sec35middle,75,186.333751976601,154.91183800315,78.33178496,181.307247093931,54.45845,47.65018,56.44905,13.62227,10.554705,14.93602,185.745792573533,54.27489,13.54448,73,0.2158111,6.474333,178.780023374796,56.0885115878542,14.9289372031602,2021EconCondition
7.24,0.4,639305.9,5100620,6,32,sec35middle,73,185.222627532357,156.295240680568,78.49764128,176.174788869758,54.19188,47.68049,55.84968,13.76016,10.722779,15.17386,185.222627532357,54.19188,13.76016,73,0.2179689,6.36469188,176.17362861615,55.8496845393125,15.1739402621506,2021EconCondition
7.24,0.4,639315.9,5100620,6,33,sec35middle,73,181.836759897863,151.263556160601,74.9209232,174.673861189693,53.73166,47.02685,55.60558,13.6862,10.66514,15.09229,181.836759897863,53.73166,13.6862,73,0.2201818,6.42930856,173.816229225919,55.505607682634,15.1011462451071,2021EconCondition
7.24,0.4,639325.9,5100620,6,34,sec35middle,75,186.486170464551,141.3293117358,65.79351776,178.356555399702,54.49401,45.35883,56.34075,14.1578,10.969644,15.5232,184.700914622637,54.13237,14.07696,73,0.2182322,6.546966,177.167640359091,56.1706718205834,15.5202979429154,2021EconCondition
7.24,0.4,639335.9,5100620,6,35,sec35middle,75,184.507647326374,137.741563422422,63.19262144,175.63898052155,54.21896,44.88352,55.93809,14.11505,10.936524,15.47633,182.565765077011,53.83719,14.03445,73,0.2185186,6.555558,173.130092184903,55.5604983913334,15.4613209897823,2021EconCondition
7.24,0.4,639345.9,5100620,6,36,sec35middle,75,185.899998740588,137.461303920607,63.13292192,177.48298676872,54.40491,44.87261,56.16405,14.07125,10.902587,15.42831,183.947365675309,54.02289,13.9909,73,0.2185446,6.556338,175.764448570538,55.9135529802084,15.4217449451719,2021EconCondition
7.24,0.4,639355.9,5100620,6,37,sec35middle,75,190.577822057138,136.697968762905,63.48159776,184.570572370577,55.03203,44.93633,56.99177,13.81826,10.706563,15.15091,188.674140774269,54.66365,13.73935,73,0.219007,6.57021,184.197401426153,56.9389648371667,15.1501499535543,2021EconCondition
